description,systemID
An element with the identifier &quot;ref24103&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref27947&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref28330&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref22881&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref22752&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref22796&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref28308&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
An element with the identifier &quot;ref26055&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\777CE11D4B64FF89FDE09FB5874AFBF3_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
An element with the identifier &quot;ref6218&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
An element with the identifier &quot;ref5894&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
An element with the identifier &quot;ref5314&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
An element with the identifier &quot;ref5667&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03007E45FF82FF803D89FCF9F2F9B998_tp.xml
"Unexpected element &quot;p&quot;. The content of the parent element type must match &quot;(sec-meta?,label?,title?,(address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|def-list|list|tex-math|mml:math|p|related-article|related-object|disp-quote|speech|statement|verse-group)*,tp:treatment-sec*,tp:nomenclature-citation-list*,(fn-group|glossary|ref-list)*)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;fig-8--151-250-1917-1941-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;fig-9--151-250-1302-1326-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;fig-10--151-250-1340-1364-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref8069&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref7941&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref7691&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref8702&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref8671&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref8919&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
An element with the identifier &quot;ref9003&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3011EC32FFB77913FF16ACBCFE79F3AE_tp.xml
"Unexpected element &quot;p&quot;. The content of the parent element type must match &quot;(sec-meta?,label?,title?,(address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|def-list|list|tex-math|mml:math|p|related-article|related-object|disp-quote|speech|statement|verse-group)*,tp:treatment-sec*,tp:nomenclature-citation-list*,(fn-group|glossary|ref-list)*)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;fig-3--151-250-1943-1967-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;fig-6--151-250-826-850-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;fig-6--151-250-1554-1578-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref7271&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref9303&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref7925&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref8544&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref7964&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref9144&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref8484&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
An element with the identifier &quot;ref8099&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03826F0FFFC4E075FF2BD5E30431FADA_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;fig-5--151-250-1883-1907-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;ref23816&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;ref21456&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;ref22738&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;ref21767&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
An element with the identifier &quot;ref22142&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC04A01EFF3F8FBFFAF083D0_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;ref22808&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;ref22142&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;ref22012&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;ref23361&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
An element with the identifier &quot;ref21456&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC18A008FF3F8A1FFD5A8555_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC27A03EFF3F8E9EFCB482A4_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC27A03EFF3F8E9EFCB482A4_tp.xml
An element with the identifier &quot;ref23258&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\8545EB45EC27A03EFF3F8E9EFCB482A4_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-159--151-250-1472-1496-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref103182&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref101228&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref102986&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref102044&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref102309&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref102144&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref101891&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref100519&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref100598&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref101523&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref101297&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref101709&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-70--151-250-1601-1625-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-75--151-250-1791-1815-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-65--151-250-848-872-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-69--151-250-1589-1613-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-66--151-250-1651-1675-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-68--151-250-1570-1594-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-113--151-250-1437-1461-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-74--151-250-1665-1689-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;fig-150--151-250-1491-1515-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref103100&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
An element with the identifier &quot;ref102790&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038087CBFFE70700FF7592FBFBA0A4AA_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
An element with the identifier &quot;fig-19--151-250-1858-1882-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
An element with the identifier &quot;ref25109&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
An element with the identifier &quot;ref25421&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
An element with the identifier &quot;fig-35--151-250-1569-1593-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038487E62F05241DFF12B589FD88FDCE_tp.xml
"Unexpected element &quot;p&quot;. The content of the parent element type must match &quot;(sec-meta?,label?,title?,(address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|def-list|list|tex-math|mml:math|p|related-article|related-object|disp-quote|speech|statement|verse-group)*,tp:treatment-sec*,tp:nomenclature-citation-list*,(fn-group|glossary|ref-list)*)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-9--151-264-1779-1803-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-12--151-264-1778-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-39--151-250-1769-1793-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref31678&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref29587&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref31156&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref27623&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref34842&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref34896&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref32620&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref32846&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref32676&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref31722&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref29913&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref30732&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref30946&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref34786&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref31784&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref34241&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref31067&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref33749&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref30557&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-7--151-264-1943-1967-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-8--151-264-1811-1835-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-10--151-264-1430-1454-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;fig-11--151-264-1018-1042-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
An element with the identifier &quot;ref28739&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F4682DFFF24E8D6615FE5BF9F5_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-8--151-264-1811-1835-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-9--151-264-1779-1803-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-39--151-250-1769-1793-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-7--151-264-1943-1967-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref28911&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref31156&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref32198&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-30--151-264-1652-1676-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-31--151-264-896-920-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-31--151-264-1924-1948-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;fig-28--151-264-1763-1787-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref29459&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref29587&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref28681&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
An element with the identifier &quot;ref31005&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\038587F46803FFC04E8D6665FD01FC01_tp.xml
